timestamp,caller,receiver,duration_sec,tower_id,hour
2024-03-01 13:37:00,9123456789,9432109876,475,TOWER_BLR_04,13
2024-03-02 01:29:00,9432109876,9123456789,315,TOWER_HYD_03,1
2024-03-02 19:26:00,9123456789,9432109876,229,TOWER_MUM_02,19
2024-03-03 06:25:00,9654321098,9432109876,275,TOWER_DEL_01,6
2024-03-03 05:28:00,9432109876,9123456789,428,TOWER_DEL_01,5
2024-03-03 00:22:00,9654321098,9432109876,197,TOWER_HYD_03,0
2024-03-04 01:52:00,9432109876,9654321098,534,TOWER_CHE_05,1
2024-03-04 04:04:00,9432109876,9123456789,445,TOWER_BLR_04,4
2024-03-03 12:58:00,9654321098,9432109876,578,TOWER_DEL_01,12
2024-03-04 12:47:00,9432109876,9654321098,172,TOWER_MUM_02,12
2024-03-04 10:52:00,9123456789,9654321098,404,TOWER_HYD_03,10
2024-03-05 09:05:00,9432109876,9123456789,132,TOWER_BLR_04,9
2024-03-06 14:28:00,9654321098,9123456789,121,TOWER_CHE_05,14
2024-03-07 05:20:00,9432109876,9123456789,578,TOWER_CHE_05,5
2024-03-07 05:33:00,9432109876,9654321098,93,TOWER_DEL_01,5
2024-03-06 08:56:00,9123456789,9654321098,280,TOWER_HYD_03,8
2024-03-06 15:57:00,9654321098,9432109876,32,TOWER_HYD_03,15
2024-03-07 20:46:00,9654321098,9432109876,282,TOWER_HYD_03,20
2024-03-08 03:19:00,9432109876,9123456789,548,TOWER_BLR_04,3
2024-03-09 05:58:00,9654321098,9123456789,268,TOWER_CHE_05,5
2024-03-08 18:11:00,9123456789,9654321098,111,TOWER_DEL_01,18
2024-03-09 16:41:00,9432109876,9123456789,450,TOWER_DEL_01,16
2024-03-09 18:27:00,9654321098,9123456789,596,TOWER_BLR_04,18
2024-03-09 16:50:00,9123456789,9432109876,575,TOWER_CHE_05,16
2024-03-10 15:06:00,9654321098,9123456789,115,TOWER_CHE_05,15
2024-03-10 11:16:00,9432109876,9123456789,401,TOWER_HYD_03,11
2024-03-10 21:40:00,9432109876,9654321098,212,TOWER_BLR_04,21
2024-03-11 22:48:00,9123456789,9654321098,529,TOWER_DEL_01,22
2024-03-11 14:07:00,9123456789,9654321098,542,TOWER_HYD_03,14
2024-03-13 00:10:00,9654321098,9123456789,481,TOWER_HYD_03,0
2024-03-13 15:01:00,9432109876,9654321098,178,TOWER_HYD_03,15
2024-03-15 05:37:00,9123456789,9654321098,316,TOWER_CHE_05,5
2024-03-15 02:37:00,9123456789,9432109876,530,TOWER_HYD_03,2
2024-03-15 02:53:00,9432109876,9123456789,258,TOWER_CHE_05,2
2024-03-15 23:49:00,9123456789,9432109876,281,TOWER_DEL_01,23
2024-03-15 17:45:00,9432109876,9123456789,372,TOWER_DEL_01,17
2024-03-15 22:56:00,9123456789,9432109876,331,TOWER_DEL_01,22
