timestamp,sender_account,receiver_account,amount_inr,transaction_id,flagged
2024-03-14 00:00:00,ACC00107,ACC00104,1516119.0,TXN_case_C_0000,1
2024-03-08 04:00:00,ACC00107,ACC00104,2207248.0,TXN_case_C_0001,1
2024-03-13 04:00:00,ACC00107,ACC00104,2210797.0,TXN_case_C_0002,1
2024-03-01 16:00:00,ACC00107,ACC00104,114381.0,TXN_case_C_0003,0
2024-03-06 16:00:00,ACC00107,ACC00104,1527906.0,TXN_case_C_0004,1
2024-03-06 22:00:00,ACC00107,ACC00104,2294277.0,TXN_case_C_0005,1
2024-03-03 23:00:00,ACC00104,ACC00109,2067781.0,TXN_case_C_0006,1
2024-03-13 22:00:00,ACC00104,ACC00109,1267674.0,TXN_case_C_0007,1
2024-03-04 01:00:00,ACC00104,ACC00109,1623933.0,TXN_case_C_0008,1
2024-03-14 20:00:00,ACC00104,ACC00109,2065396.0,TXN_case_C_0009,1
2024-03-08 01:00:00,ACC00107,ACC00110,572119.0,TXN_case_C_0010,0
2024-03-13 05:00:00,ACC00107,ACC00110,1592448.0,TXN_case_C_0011,1
2024-03-08 17:00:00,ACC00107,ACC00110,2455805.0,TXN_case_C_0012,1
2024-03-11 23:00:00,ACC00107,ACC00110,2043993.0,TXN_case_C_0013,1
2024-03-11 08:00:00,ACC00107,ACC00109,161748.0,TXN_case_C_LAT_0014,0
2024-03-06 08:00:00,ACC00107,ACC00109,87251.0,TXN_case_C_LAT_0015,0
2024-03-13 08:00:00,ACC00107,ACC00109,151718.0,TXN_case_C_LAT_0016,0
2024-03-06 08:00:00,ACC00104,ACC00107,221649.0,TXN_case_C_LAT_0017,0
2024-03-06 08:00:00,ACC00104,ACC00107,281848.0,TXN_case_C_LAT_0018,0
2024-03-07 08:00:00,ACC00104,ACC00107,32940.0,TXN_case_C_LAT_0019,0
2024-03-07 08:00:00,ACC00109,ACC00107,185437.0,TXN_case_C_LAT_0020,0
2024-03-11 08:00:00,ACC00109,ACC00107,91085.0,TXN_case_C_LAT_0021,0
2024-03-01 08:00:00,ACC00109,ACC00104,295880.0,TXN_case_C_LAT_0022,0
2024-03-13 08:00:00,ACC00109,ACC00104,57823.0,TXN_case_C_LAT_0023,0
2024-03-14 08:00:00,ACC00101,ACC00102,44660.0,TXN_case_C_NOISE_0024,0
2024-03-01 08:00:00,ACC00101,ACC00102,43358.0,TXN_case_C_NOISE_0025,0
2024-03-12 08:00:00,ACC00101,ACC00102,27538.0,TXN_case_C_NOISE_0026,0
2024-03-02 08:00:00,ACC00101,ACC00102,41285.0,TXN_case_C_NOISE_0027,0
2024-03-10 08:00:00,ACC00101,ACC00102,33701.0,TXN_case_C_NOISE_0028,0
